filename,id,title,text,sentence_count,sentence,question,answer
wiki_86,514038,2004 Yaz Olimpiyatları'nda tenis - Tek kadınlar,"2004 Yaz Olimpiyatları tenis Tek Kadınlar müsabakaları Atina ""Athens Olympic Tennis Centre"" 'da yapılmıştır.",1,"2004 Yaz Olimpiyatları tenis Tek Kadınlar müsabakaları Atina ""Athens Olympic Tennis Centre"" 'da yapılmıştır.",2004 Yaz Olimpiyatları'ndaki tenis Tek Kadınlar müsabakaları nerede düzenlenmiştir?,"Atina'daki ""Athens Olympic Tennis Centre"" tesisinde düzenlenmiştir."
wiki_87,519094,Balayı kingi,"Balayı kingi, iki kişiyle oynanan ve sadece koz oyunundan ibaret bir iskambil oyunudur.",1,"Balayı kingi, iki kişiyle oynanan ve sadece koz oyunundan ibaret bir iskambil oyunudur.",Balayı kingi'nin temel özellikleri nelerdir?,"Balayı kingi, iki kişiyle oynanan ve sadece koz oyunundan ibaret olan bir iskambil oyunudur."
wiki_89,530119,"Karabedirler, Çivril","Karabedirler, Denizli'nin Çivril ilçesine bağlı bir mahalle.",1,"Karabedirler, Denizli'nin Çivril ilçesine bağlı bir mahalle.",Karabedirler nerede bulunmaktadır?,"Karabedirler, Denizli'nin Çivril ilçesine bağlı bir mahalledir."
wiki_90,535813,Radiata,"Radiata, Animalia (hayvanlar) âlemine bağlı bir altâlemdir.",1,"Radiata, Animalia (hayvanlar) âlemine bağlı bir altâlemdir.","Radiata, taksonomik olarak neye bağlı bir altâlemdir?","Radiata, Animalia (hayvanlar) âlemine bağlı bir altâlemdir."
wiki_91,541586,Cyclostomata,"Cyclostomata, Stenolaemata altsınıfına bağlı bir hayvan takımıdır.",1,"Cyclostomata, Stenolaemata altsınıfına bağlı bir hayvan takımıdır.",Cyclostomata hangi altsınıfa bağlı bir hayvan takımıdır?,"Cyclostomata, Stenolaemata altsınıfına bağlı bir hayvan takımıdır."
wiki_93,552958,Claudia Fontán,"Claudia Fontán, Arjantinli aktris.",1,"Claudia Fontán, Arjantinli aktris.",Claudia Fontán kimdir?,"Claudia Fontán, Arjantinli bir aktristir."
wiki_96,564752,2007 Dünya Kürek Şampiyonası,"30 ncu Dünya Kürek Şampiyonası, 26 Ağustos ve 2 Eylül, 2007 tarihleri arasında Almanya'nın Münih kentinde yapıldı.",1,"30 ncu Dünya Kürek Şampiyonası, 26 Ağustos ve 2 Eylül, 2007 tarihleri arasında Almanya'nın Münih kentinde yapıldı.",30. Dünya Kürek Şampiyonası hangi şehirde düzenlendi?,Almanya'nın Münih kentinde.
wiki_98,572800,"Çayırdere, Silivri","Çayırdere, İstanbul ilinin Silivri ilçesine bağlı bir mahalledir.",1,"Çayırdere, İstanbul ilinin Silivri ilçesine bağlı bir mahalledir.",Çayırdere hangi ile bağlı bir mahalledir?,"Çayırdere, İstanbul ilinin Silivri ilçesine bağlı bir mahalledir."
wiki_99,576203,İskete,"İskete, ispinozgiller (Fringillidae) familyasından ""Carduelis"" ve ""Serinus"" cinsinden bazı kuş türlerinin ortak adı.",1,"İskete, ispinozgiller (Fringillidae) familyasından ""Carduelis"" ve ""Serinus"" cinsinden bazı kuş türlerinin ortak adı.",İskete hangi familyadan kuş türlerinin ortak adıdır?,"İskete, ispinozgiller (Fringillidae) familyasından kuş türlerinin ortak adıdır."
wiki_00,580405,Hypercompe scribonia,"Hypercompe scribonia, ""Hypercompe"" cinsine bağlı bir hayvan türüdür.",1,"Hypercompe scribonia, ""Hypercompe"" cinsine bağlı bir hayvan türüdür.",Hypercompe scribonia hangi cinsin bir üyesidir?,"Hypercompe scribonia, ""Hypercompe"" cinsine bağlı bir hayvan türüdür."
wiki_04,597073,Stand My Ground,"""Stand My Ground"", senfonik rock topluluğu Within Temptation'ın 2004 yılında çıkan teklisidir.",1,"""Stand My Ground"", senfonik rock topluluğu Within Temptation'ın 2004 yılında çıkan teklisidir.",Within Temptation hangi müzik türünde bir topluluktur?,Senfonik rock topluluğudur.
wiki_05,601700,"Çengilli, Şile","Çengilli, İstanbul ilinin Şile ilçesine bağlı bir mahalledir.",1,"Çengilli, İstanbul ilinin Şile ilçesine bağlı bir mahalledir.",Çengilli hangi ilçeye bağlı bir mahalledir?,"Çengilli, Şile ilçesine bağlı bir mahalledir."
wiki_09,618343,The Brat,"The Brat, 1931 yılı yapımı, yönetmenliğini John Ford'un üstlendiği komedi türünde ABD filmi.",1,"The Brat, 1931 yılı yapımı, yönetmenliğini John Ford'un üstlendiği komedi türünde ABD filmi.",The Brat filminin yönetmeni kimdir?,The Brat filminin yönetmenliğini John Ford üstlenmiştir.
wiki_10,622189,Music for the Masses,"Music for the Masses, Depeche Mode'un 28 Eylül 1987'de yayınlanan albümü.",1,"Music for the Masses, Depeche Mode'un 28 Eylül 1987'de yayınlanan albümü.",Depeche Mode'un 'Music for the Masses' albümü ne zaman yayınlandı?,'Music for the Masses' albümü 28 Eylül 1987'de yayınlandı.
wiki_14,637962,Schmallenberg,"Schmallenberg, Almanya'nın kuzeybatısında, Kuzey Ren-Vestfalya eyâletinde (Land) bir kent.",1,"Schmallenberg, Almanya'nın kuzeybatısında, Kuzey Ren-Vestfalya eyâletinde (Land) bir kent.","Schmallenberg, Almanya'nın hangi bölgesinde ve hangi eyaletinde yer almaktadır?","Schmallenberg, Almanya'nın kuzeybatısında, Kuzey Ren-Vestfalya eyâletinde yer almaktadır."
wiki_18,652214,Zincirlikuyu (anlam ayrımı),Zincirlikuyu aşağıdaki anlamlara gelebilir:,1,Zincirlikuyu aşağıdaki anlamlara gelebilir:,Metne göre Zincirlikuyu'nun hangi anlamlara gelebileceği belirtilmiştir?,Verilen metinde Zincirlikuyu'nun hangi anlamlara gelebileceği belirtilmemiştir; sadece bir giriş cümlesi sunulmuştur.
wiki_20,663877,Ergin,"Ergin, bir yer ismi, erkek ismi ve soyadı, şu anlamlara gelebilir:",1,"Ergin, bir yer ismi, erkek ismi ve soyadı, şu anlamlara gelebilir:",Metne göre 'Ergin' kelimesi hangi tür isimler için kullanılabilir?,"Metne göre 'Ergin' bir yer ismi, erkek ismi ve soyadı olarak kullanılabilir."
wiki_27,706836,Carlos Alberto Torres,"Carlos Alberto ""Capita"" Torres (17 Haziran 1944, Rio de Janeiro - 25 Ekim 2016) defans mevkiinde forma giymiş Brezilyalı eski millî futbolcu ve teknik direktör.",1,"Carlos Alberto ""Capita"" Torres (17 Haziran 1944, Rio de Janeiro - 25 Ekim 2016) defans mevkiinde forma giymiş Brezilyalı eski millî futbolcu ve teknik direktör.","Carlos Alberto ""Capita"" Torres futbol kariyerinde başlıca hangi rollerde bulunmuştur?","Carlos Alberto Torres, Brezilyalı eski bir millî futbolcu olarak defans mevkiinde forma giymiş ve kariyerine teknik direktör olarak da devam etmiştir."
wiki_28,711996,Doğal ortamına gönderme,"Doğal ortamına gönderme, nesli tehlikede olan veya doğal ortamında tükenmiş türlerin doğal yaşam alanlarına salınmasıdır.",1,"Doğal ortamına gönderme, nesli tehlikede olan veya doğal ortamında tükenmiş türlerin doğal yaşam alanlarına salınmasıdır.",Doğal ortamına gönderme ne anlama gelmektedir?,"Doğal ortamına gönderme, nesli tehlikede olan veya doğal ortamında tükenmiş türlerin kendi doğal yaşam alanlarına geri salınması işlemidir."
wiki_30,727667,Aşağı Avusturya Bölgeleri,Aşağı Avusturya (Niederösterreich)'nın 21 bölgesi (Bezirk) ve 4 müstakil şehri (Statutarstadt) vardır.,1,Aşağı Avusturya (Niederösterreich)'nın 21 bölgesi (Bezirk) ve 4 müstakil şehri (Statutarstadt) vardır.,Aşağı Avusturya'nın idari yapısı kaç bölge ve müstakil şehirden oluşmaktadır?,Aşağı Avusturya'nın 21 bölgesi (Bezirk) ve 4 müstakil şehri (Statutarstadt) bulunmaktadır.
wiki_36,765596,L'éclipse du soleil en pleine lune,"L'éclipse du soleil en pleine lune (""Güneş Tutulması""), yönetmenliği Georges Méliès tarafından yapılan 1907 yılı Fransa yapımı sessiz film.",1,"L'éclipse du soleil en pleine lune (""Güneş Tutulması""), yönetmenliği Georges Méliès tarafından yapılan 1907 yılı Fransa yapımı sessiz film.","Georges Méliès tarafından yönetilen L'éclipse du soleil en pleine lune (""Güneş Tutulması"") filmi hangi ülkenin yapımıdır?",Bu film Fransa yapımıdır.
wiki_39,781738,Sonny'nin Yıldızı bölümleri listesi,Disney Channel dizisi Sonny'nin Yıldızı bölümleri listesi.,1,Disney Channel dizisi Sonny'nin Yıldızı bölümleri listesi.,Metinde bahsedilen listenin konusu hangi dizinin bölümleridir?,"Liste, Disney Channel dizisi Sonny'nin Yıldızı'nın bölümleridir."
wiki_41,793144,İki Cambaz,"İki Cambaz, yönetmenliğini Natuk Baytan'ın yaptığı ve başrollerde Cüneyt Arkın ve Erol Taş'ın yer aldığı 1979 yapımı aksiyon-komedi türünde Türk filmi",1,"İki Cambaz, yönetmenliğini Natuk Baytan'ın yaptığı ve başrollerde Cüneyt Arkın ve Erol Taş'ın yer aldığı 1979 yapımı aksiyon-komedi türünde Türk filmi",İki Cambaz filminin yönetmeni kimdir?,Natuk Baytan.
wiki_43,805955,2009 yılı Türkiye Top 20 bir numara parçaların listesi,"Bu, 2009 yılında Billboard Türkiye Top 20 listesinde 1 numara olmuş parçaların bir listesidir.",1,"Bu, 2009 yılında Billboard Türkiye Top 20 listesinde 1 numara olmuş parçaların bir listesidir.",Metinde bahsedilen listenin temel özelliği nedir?,2009 yılında Billboard Türkiye Top 20 listesinde 1 numara olmuş parçaları içermesidir.
wiki_46,829470,MEKO,"MEKO (Mehrzweck-fregatten Konzept), Blohm + Voss firmasının tasarladığı savaş gemisi ailesi.",1,"MEKO (Mehrzweck-fregatten Konzept), Blohm + Voss firmasının tasarladığı savaş gemisi ailesi.",MEKO savaş gemisi ailesini hangi firma tasarlamıştır?,MEKO savaş gemisi ailesini Blohm + Voss firması tasarlamıştır.
wiki_47,835333,Abell 520,"Abell 520, Avcı takımyıldızı bölgesinde bulunan ve önemli bir birleşme sonucunda alışılmadık bir yapı oluşturmuş olan gökada kümesi.",1,"Abell 520, Avcı takımyıldızı bölgesinde bulunan ve önemli bir birleşme sonucunda alışılmadık bir yapı oluşturmuş olan gökada kümesi.",Abell 520'nin alışılmadık yapısı nasıl oluşmuştur?,Önemli bir birleşme sonucunda oluşmuştur.
wiki_48,843433,"Yaşar Ne Yaşar Ne Yaşamaz (film, 2008)","Yaşar Ne Yaşar Ne Yaşamaz, başrollerde Şafak Sezer, Sıla Çetindağ, Turgay Tanülkü ve Necmi Yapıcı gibi oyuncuların yer aldığı, Aziz Nesin' in aynı adlı eserinden sinemaya uyarlanmış 2008 yapımı bir TV filmidir.",1,"Yaşar Ne Yaşar Ne Yaşamaz, başrollerde Şafak Sezer, Sıla Çetindağ, Turgay Tanülkü ve Necmi Yapıcı gibi oyuncuların yer aldığı, Aziz Nesin' in aynı adlı eserinden sinemaya uyarlanmış 2008 yapımı bir TV filmidir.",Yaşar Ne Yaşar Ne Yaşamaz adlı TV filmi hangi yazarın eserinden uyarlanmıştır?,Aziz Nesin'in aynı adlı eserinden uyarlanmıştır.
wiki_49,850504,Show TV tarafından yayınlanan programlar listesi,Show TV'de daha önce yayınlanmış ve günümüzde yayınlanmakta olan televizyon programlarının bir listesidir.,1,Show TV'de daha önce yayınlanmış ve günümüzde yayınlanmakta olan televizyon programlarının bir listesidir.,"Yukarıda bahsedilen liste, Show TV'ye ait hangi dönem programlarını içermektedir?",Hem daha önce yayınlanmış hem de günümüzde yayınlanmakta olan televizyon programlarını içermektedir.
wiki_52,872691,Braindead,"Braindead, (Ayrıca ""Dead Alive"" olarak da bilinir) Peter Jackson tarafından yönetilen komedi, korku filmidir.",1,"Braindead, (Ayrıca ""Dead Alive"" olarak da bilinir) Peter Jackson tarafından yönetilen komedi, korku filmidir.",Braindead filminin yönetmeni kimdir?,Peter Jackson
wiki_54,884569,NGC 2281,"NGC 2281, Arabacı takımyıldızı yönünde bulunan bir açık yıldız kümesi.",1,"NGC 2281, Arabacı takımyıldızı yönünde bulunan bir açık yıldız kümesi.",NGC 2281 nedir ve nerede bulunur?,"NGC 2281, Arabacı takımyıldızı yönünde bulunan bir açık yıldız kümesidir."
wiki_55,891254,Ateşli Geceler,Ateşli Geceler ile şu maddeler kastedilmiş olabilir:,1,Ateşli Geceler ile şu maddeler kastedilmiş olabilir:,"Seçilen cümleye göre, 'Ateşli Geceler' ifadesiyle neyin kastedildiği hakkında metin bize hangi bilgiyi sunmaktadır?","Metin, 'Ateşli Geceler' ifadesiyle neyin kastedildiğine dair potansiyel maddelerin veya açıklamaların bir listesinin geleceğini belirtmekle birlikte, bu maddelerin kendisi metinde verilmemiştir."
wiki_58,904836,Phaethontiformes,Phaethontiformes yaşayan Phaethontidae ve soyu tükenmiş Prophaethontidae familyalarından oluşan bir kuş takımıdır.,1,Phaethontiformes yaşayan Phaethontidae ve soyu tükenmiş Prophaethontidae familyalarından oluşan bir kuş takımıdır.,Phaethontiformes hangi familyalardan oluşur?,"Phaethontiformes, yaşayan Phaethontidae ve soyu tükenmiş Prophaethontidae familyalarından oluşur."
wiki_62,926949,Begonya,"Begonia semperflorens, ""Begonia"" cinsine bağlı bir bitki türüdür.",1,"Begonia semperflorens, ""Begonia"" cinsine bağlı bir bitki türüdür.",Begonia semperflorens hangi cinse bağlı bir bitki türüdür?,"Begonia semperflorens, ""Begonia"" cinsine bağlı bir bitki türüdür."
wiki_65,942701,Green,İngilizcede green bir renktir (yeşil).,1,İngilizcede green bir renktir (yeşil).,İngilizcede 'green' kelimesi ne anlama gelmektedir?,"İngilizcede 'green' bir renk adı olup, Türkçede 'yeşil' anlamına gelir."
wiki_66,946909,Orléans,"Orléans, Fransa'da, Centre bölgesinin (Région) ve Loiret ilinin (département) merkezi durumunda olan kenttir.",1,"Orléans, Fransa'da, Centre bölgesinin (Région) ve Loiret ilinin (département) merkezi durumunda olan kenttir.","Orléans, Fransa'da hangi idari birimlerin merkezi durumundadır?",Centre bölgesinin (Région) ve Loiret ilinin (département) merkezidir.
wiki_68,955841,Anna Maria Jopek,"Anna Maria Jopek (14 Aralık 1970, Varşova), Polonyalı şarkıcı.",1,"Anna Maria Jopek (14 Aralık 1970, Varşova), Polonyalı şarkıcı.",Anna Maria Jopek'in mesleği nedir ve hangi ülkedendir?,"Anna Maria Jopek, Polonyalı bir şarkıcıdır."
wiki_69,958854,Kavak Yelleri oyuncuları listesi,"Bu maddede, 2007-2011 yılları arasında Kanal D'de yayımlanan ""Kavak Yelleri"" adlı dizinin oyuncu listesi yer almaktadır.",1,"Bu maddede, 2007-2011 yılları arasında Kanal D'de yayımlanan ""Kavak Yelleri"" adlı dizinin oyuncu listesi yer almaktadır.","""Kavak Yelleri"" dizisi hangi kanal ve hangi yıllar arasında yayımlanmıştır?","""Kavak Yelleri"" dizisi Kanal D'de, 2007-2011 yılları arasında yayımlanmıştır."
wiki_72,981990,James Hopwood Jeans,"Sir James Hopwood Jeans (11 Eylül 1877, Ormskirk, Lancashire - 16 Eylül 1946, Dorking, Surrey) İngiliz fizikçi, gökbilimci ve matematikçidir.",1,"Sir James Hopwood Jeans (11 Eylül 1877, Ormskirk, Lancashire - 16 Eylül 1946, Dorking, Surrey) İngiliz fizikçi, gökbilimci ve matematikçidir.",Sir James Hopwood Jeans hangi alanlarda uzmanlaşmış bir bilim insanıydı?,"O bir fizikçi, gökbilimci ve matematikçiydi."
wiki_76,1008354,Embraer ERJ serisi,Embraer ERJ 145 (kısaca ERJ 145) Brezilyalı Embraer firması tarafından üretilen bölgesel jet sınıfı uçak modelidir.,1,Embraer ERJ 145 (kısaca ERJ 145) Brezilyalı Embraer firması tarafından üretilen bölgesel jet sınıfı uçak modelidir.,Embraer ERJ 145 hangi türde bir uçak modelidir?,"Embraer ERJ 145, bölgesel jet sınıfı bir uçak modelidir."
wiki_81,1041011,Avrupa Şampiyonası,"Avrupa Şampiyonası grubu altında toplanabilecek, düzenli olarak Avrupa'da gerçekleşen şampiyonluk karşılaşmaları aşağıda listelenmiştir.",1,"Avrupa Şampiyonası grubu altında toplanabilecek, düzenli olarak Avrupa'da gerçekleşen şampiyonluk karşılaşmaları aşağıda listelenmiştir.",Metinde aşağıda nelerin listelendiği belirtilmiştir?,"Avrupa Şampiyonası grubu altında toplanabilecek, düzenli olarak Avrupa'da gerçekleşen şampiyonluk karşılaşmaları."
wiki_82,1045887,Yunanistan başbakanları listesi,Bu listede modern Yunan devletinin hükûmet başkanları sıralanmıştır.,1,Bu listede modern Yunan devletinin hükûmet başkanları sıralanmıştır.,Bu liste hangi ülkenin hükûmet başkanlarını içermektedir?,"Liste, modern Yunan devletinin hükûmet başkanlarını içermektedir."
wiki_84,1056259,Leonid Kravçuk,"Leonid Makaroviç Kravçuk (10 Ocak 1934 - 10 Mayıs 2022), Ukraynalı politikacı ve 5 Aralık 1991 tarihinden, 19 Temmuz 1994 tarihindeki istifasına kadar Ukrayna devlet başkanlığını sürdürmüş devlet adamı.",1,"Leonid Makaroviç Kravçuk (10 Ocak 1934 - 10 Mayıs 2022), Ukraynalı politikacı ve 5 Aralık 1991 tarihinden, 19 Temmuz 1994 tarihindeki istifasına kadar Ukrayna devlet başkanlığını sürdürmüş devlet adamı.",Leonid Kravçuk'un Ukrayna devlet başkanlığı görevi ne şekilde sona ermiştir?,"Leonid Kravçuk'un Ukrayna devlet başkanlığı görevi, 19 Temmuz 1994 tarihindeki istifasıyla sona ermiştir."
wiki_86,1067651,Paralı Askerler,"Paralı asker, para karşılığında yabancı bir devlet hesabına çalışan asker. Şu anlamlara da gelebilir",1,"Paralı asker, para karşılığında yabancı bir devlet hesabına çalışan asker.",Paralı asker kimdir?,"Paralı asker, para karşılığında yabancı bir devlet hesabına çalışan askerdir."
wiki_90,1092755,Birleşmiş Milletler bayrağı,"Birleşmiş Milletler bayrağı, 20 Ekim 1947'de kabul edilen Birleşmiş Milletler (BM) bayrağı açık mavi bir zemin ortasına yerleştirilmiş beyaz BM ambleminden oluşmaktadır.",1,"Birleşmiş Milletler bayrağı, 20 Ekim 1947'de kabul edilen Birleşmiş Milletler (BM) bayrağı açık mavi bir zemin ortasına yerleştirilmiş beyaz BM ambleminden oluşmaktadır.",Birleşmiş Milletler (BM) bayrağı hangi tarihte kabul edilmiştir ve temel özellikleri nelerdir?,Birleşmiş Milletler (BM) bayrağı 20 Ekim 1947'de kabul edilmiştir ve açık mavi bir zemin ortasına yerleştirilmiş beyaz BM ambleminden oluşmaktadır.
wiki_91,1096948,Tefecilik,"Tefecilik (faizcilik, murabaha), kişilerden hukuki sınırı geçen bir miktarda faiz alarak borç para verme uygulamasıdır.",1,"Tefecilik (faizcilik, murabaha), kişilerden hukuki sınırı geçen bir miktarda faiz alarak borç para verme uygulamasıdır.",Metne göre tefecilik ne şekilde tanımlanmaktadır?,Metne göre tefecilik; kişilerden hukuki sınırı geçen bir miktarda faiz alarak borç para verme uygulaması olarak tanımlanmaktadır.
wiki_92,1102598,Rhipicephalus guilhoni,"Rhipicephalus guilhoni, ""Rhipicephalus"" cinsine bağlı bir hayvan türüdür.",1,"Rhipicephalus guilhoni, ""Rhipicephalus"" cinsine bağlı bir hayvan türüdür.",Rhipicephalus guilhoni hangi cinse aittir?,"Rhipicephalus guilhoni, ""Rhipicephalus"" cinsine aittir."
wiki_93,1107744,Icterus,"Icterus, Icteridae familyasına bağlı bir kuş cinsidir.",1,"Icterus, Icteridae familyasına bağlı bir kuş cinsidir.",Icterus hangi hayvan grubuna aittir?,"Icterus, Icteridae familyasına bağlı bir kuş cinsidir."
wiki_94,1111359,Tichodroma,"Tichodroma, Tichodromidae familyasına bağlı bir kuş cinsidir.",1,"Tichodroma, Tichodromidae familyasına bağlı bir kuş cinsidir.",Tichodroma hangi familyaya bağlı bir kuş cinsidir?,Tichodromidae familyasına bağlı bir kuş cinsidir.
wiki_99,1130789,NGC 5506 Grubu,"NGC 5506 Grubu, Başak III Grupları içerisindeki ve Başak kümesi'nin bir parçası olan küçük bir gökada grubu.",1,"NGC 5506 Grubu, Başak III Grupları içerisindeki ve Başak kümesi'nin bir parçası olan küçük bir gökada grubu.","NGC 5506 Grubu, hangi daha büyük kozmik yapılar içerisinde yer almaktadır?","NGC 5506 Grubu, Başak III Grupları içerisinde ve Başak kümesi'nin bir parçası olarak yer almaktadır."
wiki_03,1143665,Alibahadır,"Alibahadır, İstanbul ilinin Beykoz ilçesine bağlı bir mahalledir.",1,"Alibahadır, İstanbul ilinin Beykoz ilçesine bağlı bir mahalledir.",Alibahadır hangi il ve ilçeye bağlıdır?,"Alibahadır, İstanbul ilinin Beykoz ilçesine bağlıdır."
wiki_04,1146620,"Yüreğil, Serinhisar","Yüreğil, Denizli'nin Serinhisar ilçesine bağlı bir mahalle.",1,"Yüreğil, Denizli'nin Serinhisar ilçesine bağlı bir mahalle.",Yüreğil hangi ilçeye bağlı bir mahalledir?,"Yüreğil, Denizli'nin Serinhisar ilçesine bağlı bir mahalledir."
wiki_08,1162438,"Turgutlu, Tire","Turgutlu, İzmir ilinin Tire ilçesine bağlı bir mahalledir.",1,"Turgutlu, İzmir ilinin Tire ilçesine bağlı bir mahalledir.",Turgutlu hangi ilin hangi ilçesine bağlı bir mahalledir?,"Turgutlu, İzmir ilinin Tire ilçesine bağlı bir mahalledir."
wiki_11,1177777,Yol Ver Dağlar,"Yol Ver Dağlar, Musa Eroğlu'nun 1994 yılında çıkardığı solo albümüdür.",1,"Yol Ver Dağlar, Musa Eroğlu'nun 1994 yılında çıkardığı solo albümüdür.",Musa Eroğlu'nun 1994 yılında çıkardığı solo albümünün adı nedir?,"Albümün adı ""Yol Ver Dağlar""dır."
wiki_12,1182119,The Spectacular Spider-Man,The Spectacular Spider-Man 2008 yapımı Amerikan animasyon televizyon serisidir.,1,The Spectacular Spider-Man 2008 yapımı Amerikan animasyon televizyon serisidir.,The Spectacular Spider-Man ne tür bir yapımdır?,2008 yapımı Amerikan animasyon televizyon serisidir.
wiki_14,1189599,Fonksiyonel analiz konuları listesi,Bu sayfa fonksiyonel analiz konularının listesini içermektedir.,1,Bu sayfa fonksiyonel analiz konularının listesini içermektedir.,Bu sayfanın ana içeriği nedir?,Fonksiyonel analiz konularının listesidir.
wiki_19,1203317,Hatip (anlam ayrımı),"Hatip, topluluk karşısında etkili konuşma becerisine sahip kişi.",1,"Hatip, topluluk karşısında etkili konuşma becerisine sahip kişi.",Hatip kime denir?,"Hatip, topluluk karşısında etkili konuşma becerisine sahip olan kişidir."
wiki_20,1206345,Joel Barlow,"Joel Barlow (24 Mart 1754 – 26 Aralık 1812) Amerikalı şair, diplomat ve siyasetçi.",1,"Joel Barlow (24 Mart 1754 – 26 Aralık 1812) Amerikalı şair, diplomat ve siyasetçi.",Joel Barlow hangi meslekleri icra etmiştir?,"Amerikalı bir şair, diplomat ve siyasetçiydi."
wiki_22,1212217,Heliophanus auratus,"Heliophanus auratus, ""Heliophanus"" cinsine bağlı bir örümcek türüdür.",1,"Heliophanus auratus, ""Heliophanus"" cinsine bağlı bir örümcek türüdür.",Heliophanus auratus hangi cinse bağlı bir canlıdır?,"Heliophanus auratus, ""Heliophanus"" cinsine bağlı bir örümcek türüdür."
wiki_23,1215207,Aix (hayvan),Aix Anatidae familyasına bağlı bir cinstir.,1,Aix Anatidae familyasına bağlı bir cinstir.,Aix hangi familyaya bağlı bir cinstir?,"Aix, Anatidae familyasına bağlı bir cinstir."
wiki_24,1235198,Tıp dalları,"Tıp, Türkiye'de üç ana akademik bölüm altında gruplandırılmıştır.",1,"Tıp, Türkiye'de üç ana akademik bölüm altında gruplandırılmıştır.",Türkiye'de tıp kaç ana akademik bölüm altında gruplandırılmıştır?,Türkiye'de tıp üç ana akademik bölüm altında gruplandırılmıştır.
wiki_25,1241688,Hiç Durmadan,Grup Yorum 'un 1993 yılında çıkardığı albümdür.,1,Grup Yorum 'un 1993 yılında çıkardığı albümdür.,Grup Yorum 1993 yılında ne çıkardı?,Albüm.
wiki_30,1275549,Lawrence Tierney,"Lawrence Tierney (15 Mart 1919 - 26 Şubat 2002), Amerikalı oyuncudur.",1,"Lawrence Tierney (15 Mart 1919 - 26 Şubat 2002), Amerikalı oyuncudur.",Lawrence Tierney kimdir ve mesleği nedir?,"Lawrence Tierney, 15 Mart 1919'da doğmuş ve 26 Şubat 2002'de vefat etmiş Amerikalı bir oyuncudur."
wiki_31,1279049,2007 Avrupa Salon Atletizm Şampiyonası - Kadınlar 3000 metre,2007 Avrupa Salon Atletizm Şampiyonası'nda kadınlar 3000 metre etkinliği 4 Mart 2007 tarihlerinde gerçekleştirilmiştir.,1,2007 Avrupa Salon Atletizm Şampiyonası'nda kadınlar 3000 metre etkinliği 4 Mart 2007 tarihlerinde gerçekleştirilmiştir.,2007 Avrupa Salon Atletizm Şampiyonası'ndaki kadınlar 3000 metre etkinliği hangi tarihte yapılmıştır?,4 Mart 2007 tarihinde yapılmıştır.
wiki_37,1293525,V for Vendetta (film müziği albümü),"""V for Vendetta"" film müziklerini tanıtmak için 2006 yılında çıkarılan albümdür.",1,"""V for Vendetta"" film müziklerini tanıtmak için 2006 yılında çıkarılan albümdür.",2006 yılında 'V for Vendetta' film müziklerini tanıtmak amacıyla ne çıkarılmıştır?,Bir albüm çıkarılmıştır.
wiki_40,1303020,Ravnenes Saga,Ravnenes saga Danimarkalı folk/viking metal grubu Svartsot'un ilk albümü.,1,Ravnenes saga Danimarkalı folk/viking metal grubu Svartsot'un ilk albümü.,Danimarkalı folk/viking metal grubu Svartsot'un ilk albümünün adı nedir?,Danimarkalı folk/viking metal grubu Svartsot'un ilk albümünün adı Ravnenes saga'dır.
wiki_43,1311147,Antik Yakın Doğu,"Antik Yakın Doğu, modern Orta Doğu, Mezopotamya (modern Irak, Türkiye'nin güneydoğusu ile Suriye'nin kuzeydoğusu), antik Mısır, antik İran (Elam, Medya, Fars Eyaleti, Part İmparatorluğu ve Anadolu) ve Levant (modern Suriye, Lübnan, İsrail, Ürdün, Kıbrıs ve Girit)'i kapsayan ilk çağ medeniyeti için kullanılan terim.",1,"Antik Yakın Doğu, modern Orta Doğu, Mezopotamya (modern Irak, Türkiye'nin güneydoğusu ile Suriye'nin kuzeydoğusu), antik Mısır, antik İran (Elam, Medya, Fars Eyaleti, Part İmparatorluğu ve Anadolu) ve Levant (modern Suriye, Lübnan, İsrail, Ürdün, Kıbrıs ve Girit)'i kapsayan ilk çağ medeniyeti için kullanılan terim.",Antik Yakın Doğu terimi hangi coğrafi bölgeleri ve medeniyetleri kapsar?,"Antik Yakın Doğu terimi; modern Orta Doğu, Mezopotamya, antik Mısır, antik İran ve Levant bölgelerini kapsayan ilk çağ medeniyeti için kullanılır. Bu bölgeler içinde modern Irak, Türkiye'nin güneydoğusu, Suriye'nin kuzeydoğusu, Lübnan, İsrail, Ürdün, Kıbrıs ve Girit gibi alanlar da bulunur."
wiki_48,1324674,Super League (Yunanistan) gol kralları listesi,Bu liste sezonlarına göre Yunanistan Ligi gol krallarını göstermektedir.,1,Bu liste sezonlarına göre Yunanistan Ligi gol krallarını göstermektedir.,Verilen liste hangi bilgiyi sunmaktadır?,Yunanistan Ligi'nin sezonlara göre gol krallarını.
wiki_49,1327594,Aclan,Aclan bir ad ve soyadıdır ve şu anlamlara gelebilir:,1,Aclan bir ad ve soyadıdır ve şu anlamlara gelebilir:,Metne göre Aclan ne tür bir kelimedir?,"Metne göre Aclan, bir ad ve soyadıdır."
